"most_freq"	"count_E"	"count_aE"	"count_aNE"	"count_NE"
"MARCKS"	"aNE"	0	0	24	6
"MARCKSL1"	"aNE"	0	0	27	3
"MARCO"	"aNE"	0	0	21	9
"MARF1"	"aNE"	0	0	29	1
"MARK1"	"aNE"	0	0	22	8
"MARK2"	"aNE"	1	2	26	1
"MARK3"	"aNE"	0	0	19	11
"MARK4"	"aNE"	0	0	25	5
"MARS1"	"E"	27	3	0	0
"MARS2"	"aNE"	3	12	15	0
"MARVELD2"	"NE"	0	0	10	20
"MARVELD3"	"aNE"	0	0	23	7
"MAS1"	"NE"	0	0	11	19
"MAS1L"	"NE"	0	0	12	18
"MASP1"	"NE"	0	0	14	16
"MASP2"	"aNE"	0	0	18	12
"MAST1"	"aNE"	0	0	29	1
"MAST2"	"aNE"	0	0	29	1
"MAST3"	"aNE"	0	0	27	3
"MAST4"	"aNE"	0	0	22	8
"MASTL"	"E"	28	2	0	0
"MAT1A"	"aNE"	0	0	24	6
"MAT2A"	"E"	25	5	0	0
"MAT2B"	"NE"	0	0	10	20
"MATK"	"aNE"	0	0	28	2
"MATN1"	"aNE"	0	0	27	3
"MATN2"	"NE"	0	0	11	19
"MATN3"	"aNE"	0	0	23	7
"MATN4"	"aNE"	0	0	20	10
"MATR3"	"aNE"	0	4	24	2
"MAU2"	"aE"	0	10	10	10
"MAVS"	"NE"	0	0	13	17
"MAX"	"aE"	7	18	5	0
"MAZ"	"aNE"	0	0	15	15
"MB"	"aNE"	0	0	16	14
"MB21D2"	"aNE"	0	0	21	9
"MBD1"	"aNE"	0	0	15	15
"MBD2"	"aNE"	0	0	24	6
"MBD3"	"aNE"	0	0	23	7
"MBD3L1"	"NE"	0	0	6	24
"MBD4"	"aNE"	0	0	28	2
"MBD5"	"NE"	0	0	12	18
"MBD6"	"aNE"	0	0	27	3
"MBIP"	"aNE"	0	0	28	2
"MBL2"	"NE"	0	0	4	26
"MBLAC1"	"aNE"	0	0	29	1
"MBLAC2"	"NE"	0	0	12	18
"MBNL1"	"aNE"	0	2	16	12
"MBNL2"	"NE"	0	0	9	21
"MBNL3"	"NE"	NA	NA	NA	NA
"MBOAT1"	"aNE"	0	0	18	12
"MBOAT2"	"NE"	0	0	2	28
"MBOAT4"	"NE"	0	0	10	20
"MBOAT7"	"NE"	0	0	14	16
"MBP"	"NE"	0	0	2	28
"MBTD1"	"aNE"	0	8	22	0
"MBTPS1"	"aNE"	3	11	15	1
"MBTPS2"	"aNE"	NA	NA	NA	NA
"MC1R"	"aNE"	0	0	15	15
"MC2R"	"NE"	0	0	11	19
"MC3R"	"NE"	0	0	2	28
"MC4R"	"NE"	0	0	9	21
"MC5R"	"NE"	0	0	6	24
"MCAM"	"NE"	0	0	14	16
"MCAT"	"aNE"	0	0	21	9
"MCC"	"NE"	0	0	3	27
"MCCC1"	"NE"	0	0	12	18
"MCCC2"	"NE"	0	0	11	19
"MCCD1"	"aNE"	0	3	27	0
"MCEE"	"aNE"	0	0	26	4
"MCEMP1"	"NE"	0	0	10	20
"MCF2"	"NE"	NA	NA	NA	NA
"MCF2L"	"aNE"	0	0	25	5
"MCF2L2"	"aNE"	0	0	18	12
"MCFD2"	"aNE"	0	0	21	9
"MCHR1"	"NE"	0	0	13	17
"MCHR2"	"NE"	0	0	5	25
"MCIDAS"	"aNE"	0	0	23	7
"MCL1"	"aNE"	1	7	22	0
"MCM10"	"aE"	2	20	8	0
"MCM2"	"E"	30	0	0	0
"MCM3"	"E"	24	6	0	0
"MCM3AP"	"aE"	14	15	1	0
"MCM4"	"E"	30	0	0	0
"MCM5"	"E"	24	6	0	0
"MCM6"	"E"	26	4	0	0
"MCM7"	"E"	30	0	0	0
"MCM8"	"NE"	0	0	12	18
"MCM9"	"aNE"	0	0	19	11
"MCMBP"	"aE"	1	16	13	0
"MCMDC2"	"aNE"	0	0	25	5
"MCOLN1"	"aNE"	0	0	18	12
"MCOLN2"	"NE"	0	0	14	16
"MCOLN3"	"aNE"	0	0	18	12
"MCPH1"	"aNE"	0	3	27	0
"MCRIP1"	"aNE"	0	0	29	1
"MCRIP2"	"aNE"	0	0	21	9
"MCRS1"	"aE"	5	19	6	0
"MCTP1"	"aNE"	0	0	28	2
"MCTP2"	"NE"	0	0	7	23
"MCTS1"	"aNE"	NA	NA	NA	NA
"MCU"	"aNE"	0	0	24	6
"MCUB"	"NE"	0	0	3	27
"MCUR1"	"NE"	0	0	12	18
"MDC1"	"aNE"	0	2	28	0
"MDFI"	"NE"	0	0	9	21
"MDFIC"	"aNE"	0	0	18	12
"MDGA1"	"aNE"	0	0	19	11
"MDGA2"	"NE"	0	0	7	23
"MDH1"	"aNE"	0	0	22	8
"MDH1B"	"aNE"	0	0	20	10
"MDH2"	"aNE"	0	0	29	1
"MDK"	"aNE"	0	0	18	12
"MDM1"	"NE"	0	0	14	16
"MDM2"	"E"	15	6	9	0
"MDM4"	"aNE"	2	4	24	0
"MDN1"	"E"	29	0	1	0
"MDP1"	"aNE"	0	0	28	2
"ME1"	"aNE"	0	0	29	1
"ME2"	"NE"	0	0	11	19
"ME3"	"aNE"	0	0	19	11
"MEA1"	"aNE"	0	0	27	3
"MEAF6"	"aNE"	0	11	18	1
"MEAK7"	"aNE"	0	1	28	1
"MECOM"	"NE"	0	0	11	19
"MECP2"	"NE"	NA	NA	NA	NA
"MECR"	"aNE"	0	0	27	3
"MED1"	"aNE"	2	12	14	2
"MED10"	"aNE"	3	12	14	1
"MED11"	"E"	28	2	0	0
"MED12"	"aNE"	NA	NA	NA	NA
"MED12L"	"NE"	0	0	6	24
"MED13"	"NE"	0	0	6	24
"MED13L"	"aNE"	0	0	22	8
"MED14"	"E"	NA	NA	NA	NA
"MED15"	"aNE"	0	0	23	7
"MED16"	"aNE"	0	1	18	11
"MED17"	"aE"	13	17	0	0
"MED18"	"aE"	14	15	1	0
"MED19"	"aNE"	0	7	19	4
"MED20"	"E"	21	9	0	0
"MED21"	"aE"	9	20	1	0
"MED22"	"E"	25	5	0	0
"MED23"	"aNE"	0	0	23	7
"MED24"	"aNE"	0	1	23	6
"MED25"	"aNE"	0	1	22	7
"MED26"	"aE"	2	22	6	0
"MED27"	"aE"	6	19	5	0
"MED28"	"E"	30	0	0	0
"MED29"	"aE"	1	23	6	0
"MED30"	"E"	29	0	1	0
"MED31"	"E"	20	10	0	0
"MED4"	"E"	17	13	0	0
"MED6"	"E"	30	0	0	0
"MED7"	"aE"	0	20	10	0
"MED8"	"E"	25	5	0	0
"MED9"	"aE"	5	21	4	0
"MEDAG"	"aNE"	0	0	19	11
"MEF2A"	"aNE"	0	0	15	15
"MEF2B"	"aNE"	0	0	25	5
"MEF2C"	"aNE"	0	0	20	10
"MEF2D"	"aNE"	0	0	27	3
"MEFV"	"aNE"	0	0	17	13
"MEGF10"	"NE"	0	0	12	18
"MEGF11"	"aNE"	0	0	20	10
"MEGF6"	"aNE"	0	0	19	11
"MEGF8"	"NE"	0	0	6	24
"MEGF9"	"NE"	0	0	5	25
"MEI1"	"NE"	0	0	8	22
"MEI4"	"NE"	0	0	9	21
"MEIG1"	"NE"	0	0	10	20
"MEIOB"	"aNE"	0	0	21	9
"MEIOC"	"aNE"	0	6	23	1
"MEIS1"	"NE"	0	0	13	17
"MEIS2"	"NE"	0	0	10	20
"MEIS3"	"aNE"	0	2	28	0
"MELK"	"aNE"	0	3	21	6
"MELTF"	"aNE"	0	0	27	3
"MEMO1"	"aNE"	0	5	25	0
"MEN1"	"aNE"	0	9	19	2
"MEOX1"	"aNE"	0	0	17	13
"MEOX2"	"aNE"	0	0	15	15
"MEP1A"	"NE"	0	0	13	17
"MEP1B"	"NE"	0	0	12	18
"MEPCE"	"E"	29	1	0	0
"MEPE"	"aNE"	0	0	28	2
"MERTK"	"NE"	0	0	14	16
"MESD"	"aNE"	0	0	26	4
"MESP1"	"NE"	0	0	5	25
"MESP2"	"NE"	0	0	14	16
"MEST"	"aNE"	0	0	21	9
"MET"	"aNE"	0	1	27	2
"METAP1"	"aE"	0	15	15	0
"METAP1D"	"aNE"	0	0	17	13
"METAP2"	"aE"	1	17	12	0
"METRN"	"NE"	0	0	14	16
"METRNL"	"aNE"	0	0	20	10
"METTL1"	"aNE"	0	8	22	0
"METTL13"	"aNE"	0	0	23	7
"METTL14"	"aE"	5	19	6	0
"METTL15"	"aNE"	0	10	19	1
"METTL16"	"aE"	8	19	3	0
"METTL17"	"aNE"	0	6	24	0
"METTL18"	"NE"	0	0	7	23
"METTL21A"	"aNE"	0	0	18	12
"METTL21C"	"NE"	0	0	14	16
"METTL22"	"NE"	0	0	11	19
"METTL23"	"aNE"	0	2	23	5
"METTL24"	"aNE"	0	0	20	10
"METTL25"	"aNE"	0	0	27	3
"METTL25B"	"aNE"	0	0	15	15
"METTL26"	"aNE"	0	0	15	15
"METTL27"	"aNE"	0	0	22	8
"METTL3"	"aE"	1	19	10	0
"METTL4"	"NE"	0	0	8	22
"METTL5"	"aNE"	0	1	24	5
"METTL6"	"NE"	0	0	11	19
"METTL7A"	"aNE"	0	0	29	1
"METTL7B"	"aNE"	0	0	25	5
"METTL9"	"NE"	0	0	13	17
"MEX3A"	"aNE"	0	6	22	2
"MEX3B"	"aNE"	0	0	23	7
"MEX3C"	"NE"	0	0	8	22
"MEX3D"	"NE"	0	0	5	25
"MFAP1"	"E"	29	1	0	0
"MFAP2"	"NE"	0	0	13	17
"MFAP3"	"aNE"	0	0	19	11
"MFAP3L"	"NE"	0	0	3	27
"MFAP4"	"aNE"	0	0	17	13
"MFAP5"	"NE"	0	0	14	16
"MFF"	"aNE"	0	0	22	8
"MFGE8"	"NE"	0	0	2	28
"MFHAS1"	"NE"	0	0	2	28
"MFN1"	"aNE"	0	0	23	7
"MFN2"	"aNE"	1	14	15	0
"MFNG"	"aNE"	0	0	27	3
"MFRP"	"aNE"	0	0	16	14
"MFSD1"	"aNE"	0	0	26	4
"MFSD10"	"aNE"	0	0	16	14
"MFSD11"	"aNE"	0	1	29	0
"MFSD12"	"NE"	0	0	9	21
"MFSD13A"	"aNE"	0	0	19	11
"MFSD14A"	"aNE"	0	0	24	6
"MFSD14B"	"aNE"	0	0	21	9
"MFSD2A"	"aNE"	0	0	28	2
"MFSD2B"	"aNE"	0	0	16	14
"MFSD3"	"aNE"	0	0	23	7
"MFSD4A"	"aNE"	0	0	23	7
"MFSD4B"	"aNE"	0	0	18	12
"MFSD5"	"NE"	0	0	3	27
"MFSD6"	"aNE"	0	0	19	11
"MFSD6L"	"NE"	0	0	12	18
"MFSD8"	"aNE"	0	0	15	15
"MFSD9"	"aNE"	0	0	18	12
"MGA"	"aNE"	0	0	26	4
"MGAM"	"NE"	0	0	11	19
"MGARP"	"aNE"	0	0	23	7
"MGAT1"	"aNE"	0	5	24	1
"MGAT2"	"aNE"	0	1	29	0
"MGAT3"	"NE"	0	0	10	20
"MGAT4A"	"aNE"	0	2	24	4
"MGAT4B"	"aNE"	0	0	23	7
"MGAT4C"	"NE"	0	0	12	18
"MGAT4D"	"NE"	0	0	13	17
"MGAT5"	"aNE"	0	0	23	7
"MGAT5B"	"aNE"	0	0	21	9
"MGLL"	"aNE"	0	0	20	10
"MGME1"	"aNE"	0	0	15	15
"MGMT"	"NE"	0	0	3	27
"MGP"	"NE"	0	0	8	22
"MGRN1"	"aNE"	0	0	23	7
"MGST1"	"NE"	0	0	3	27
"MGST2"	"aNE"	0	0	25	5
"MGST3"	"NE"	0	0	9	21
"MIA"	"NE"	0	0	9	21
"MIA2"	"aNE"	0	0	25	5
"MIA3"	"aNE"	0	0	19	11
"MIB1"	"aNE"	0	9	18	3
"MIB2"	"aNE"	0	0	25	5
"MICA"	"NE"	0	0	6	24
"MICAL1"	"aNE"	0	0	21	9
"MICAL2"	"NE"	0	0	12	18
"MICAL3"	"aNE"	0	0	16	14
"MICALCL"	"aNE"	0	0	19	11
"MICALL1"	"aNE"	0	0	27	3
"MICALL2"	"NE"	0	0	9	21
"MICB"	"aNE"	0	1	29	0
"MICOS10"	"aNE"	2	3	24	1
"MICOS13"	"aNE"	0	3	26	1
"MICU1"	"aNE"	0	0	16	14
"MICU2"	"aNE"	0	0	20	10
"MICU3"	"NE"	0	0	5	25
"MID1"	"NE"	NA	NA	NA	NA
"MID1IP1"	"NE"	NA	NA	NA	NA
"MID2"	"aNE"	NA	NA	NA	NA
"MIDEAS"	"aNE"	0	1	22	7
"MIDN"	"aNE"	0	0	29	1
"MIEF1"	"aNE"	0	1	23	6
"MIEF2"	"aNE"	0	0	18	12
"MIEN1"	"aNE"	0	0	26	4
"MIER1"	"aNE"	0	0	15	15
"MIER2"	"aNE"	0	0	20	10
"MIER3"	"aNE"	0	0	24	6
"MIF"	"aNE"	0	0	17	13
"MIF4GD"	"aNE"	0	0	28	2
"MIGA1"	"NE"	0	0	14	16
"MIGA2"	"aNE"	0	0	26	4
"MIIP"	"aNE"	0	0	28	2
"MINAR1"	"aNE"	0	0	15	15
"MINAR2"	"aNE"	0	0	15	15
"MINDY1"	"aNE"	0	0	28	2
"MINDY2"	"aNE"	0	1	28	1
"MINDY3"	"NE"	0	0	13	17
"MINDY4"	"aNE"	0	0	16	14
"MINK1"	"aNE"	0	0	20	10
"MINPP1"	"aNE"	0	0	18	12
"MIOS"	"aNE"	0	11	18	1
"MIOX"	"NE"	0	0	11	19
"MIP"	"aNE"	0	0	18	12
"MIPEP"	"aNE"	0	1	28	1
"MIPOL1"	"aNE"	0	0	23	7
"MIR1915HG"	"NE"	0	0	9	21
"MIR9"	"aNE"	0	0	24	6
"MIS12"	"aE"	13	15	2	0
"MIS18A"	"E"	12	11	7	0
"MIS18BP1"	"aE"	6	19	5	0
"MISP"	"NE"	0	0	11	19
"MITD1"	"aNE"	0	0	25	5
"MITF"	"aNE"	0	0	24	6
"MIX23"	"aNE"	0	8	22	0
"MIXL1"	"aNE"	0	1	28	1
"MKI67"	"aNE"	0	0	24	6
"MKKS"	"NE"	0	0	13	17
"MKLN1"	"aNE"	0	1	27	2
"MKNK1"	"aNE"	0	0	24	6
"MKNK2"	"NE"	0	0	12	18
"MKRN1"	"aE"	0	21	9	0
"MKRN2"	"NE"	0	0	11	19
"MKRN2OS"	"NE"	0	0	14	16
"MKRN3"	"aNE"	0	0	20	10
"MKS1"	"aNE"	0	0	23	7
"MKX"	"NE"	0	0	3	27
"MLANA"	"NE"	0	0	13	17
"MLC1"	"aNE"	0	0	18	12
"MLEC"	"aNE"	0	0	16	14
"MLF1"	"aNE"	0	0	15	15
"MLF2"	"aNE"	0	0	16	14
"MLH1"	"aNE"	0	0	25	5
"MLH3"	"aNE"	0	0	24	6
"MLIP"	"aNE"	0	0	20	10
"MLKL"	"aNE"	0	0	16	14
"MLLT1"	"NE"	0	0	13	17
"MLLT10"	"NE"	0	0	6	24
"MLLT11"	"NE"	0	0	13	17
"MLLT3"	"NE"	0	0	9	21
"MLLT6"	"aNE"	0	0	27	3
"MLN"	"NE"	0	0	13	17
"MLNR"	"NE"	0	0	13	17
"MLPH"	"NE"	0	0	1	29
"MLST8"	"aE"	14	15	1	0
"MLX"	"aNE"	0	4	25	1
"MLXIPL"	"aNE"	0	0	22	8
"MLYCD"	"NE"	0	0	12	18
"MMAA"	"aNE"	0	0	20	10
"MMAB"	"aNE"	0	0	18	12
"MMACHC"	"aNE"	0	0	30	0
"MMADHC"	"aNE"	0	0	22	8
"MMD"	"aNE"	0	0	20	10
"MMD2"	"aNE"	0	0	16	14
"MME"	"aNE"	0	0	18	12
"MMEL1"	"aNE"	0	0	26	4
"MMGT1"	"aNE"	NA	NA	NA	NA
"MMP1"	"NE"	0	0	8	22
"MMP10"	"aNE"	0	0	22	8
"MMP11"	"NE"	0	0	14	16
"MMP13"	"aNE"	0	0	17	13
"MMP14"	"NE"	0	0	8	22
"MMP15"	"aNE"	0	0	20	10
"MMP16"	"NE"	0	0	13	17
"MMP17"	"aNE"	0	0	26	4
"MMP19"	"aNE"	0	0	27	3
"MMP2"	"NE"	0	0	2	28
"MMP20"	"NE"	0	0	8	22
"MMP21"	"aNE"	0	0	18	12
"MMP23B"	"aNE"	0	1	27	2
"MMP24"	"aNE"	0	0	26	4
"MMP25"	"aNE"	0	0	30	0
"MMP26"	"NE"	0	0	7	23
"MMP27"	"NE"	0	0	10	20
"MMP28"	"aNE"	0	0	28	2
"MMP3"	"NE"	0	0	13	17
"MMP7"	"aNE"	0	0	20	10
"MMP8"	"aNE"	0	0	23	7
"MMP9"	"NE"	0	0	13	17
"MMRN1"	"NE"	0	0	3	27
"MMRN2"	"NE"	0	0	11	19
"MMS19"	"aE"	3	24	3	0
"MMS22L"	"E"	28	2	0	0
"MMUT"	"NE"	0	0	12	18
"MN1"	"NE"	0	0	9	21
"MNAT1"	"aE"	0	18	12	0
"MND1"	"NE"	0	0	5	25
"MNDA"	"aNE"	0	0	21	9
"MNS1"	"NE"	0	0	14	16
"MNT"	"aNE"	0	0	23	7
"MNX1"	"aNE"	0	0	15	15
"MOAP1"	"NE"	0	0	11	19
"MOB1A"	"aNE"	0	0	25	5
"MOB1B"	"NE"	0	0	14	16
"MOB2"	"aNE"	0	0	15	15
"MOB3A"	"aNE"	0	1	18	11
"MOB3B"	"aNE"	0	0	23	7
"MOB3C"	"aNE"	0	0	28	2
"MOB4"	"aE"	15	15	0	0
"MOBP"	"NE"	0	0	13	17
"MOCOS"	"NE"	0	0	4	26
"MOCS2"	"aNE"	0	0	27	3
"MOCS3"	"aE"	1	25	4	0
"MOG"	"aNE"	0	6	23	1
"MOGAT1"	"NE"	0	0	11	19
"MOGAT2"	"aNE"	0	0	18	12
"MOGAT3"	"aNE"	0	0	28	2
"MOGS"	"aNE"	0	0	28	2
"MOK"	"aNE"	0	1	26	3
"MON1A"	"aNE"	0	0	23	7
"MON1B"	"NE"	0	0	11	19
"MON2"	"aNE"	0	0	27	3
"MORC1"	"aNE"	0	0	19	11
"MORC2"	"aNE"	0	0	21	9
"MORC3"	"aNE"	0	0	16	14
"MORC4"	"NE"	NA	NA	NA	NA
"MORF4L1"	"aNE"	0	0	17	13
"MORF4L2"	"NE"	NA	NA	NA	NA
"MORN1"	"aNE"	0	0	29	1
"MORN2"	"aNE"	0	0	17	13
"MORN3"	"NE"	0	0	5	25
"MORN4"	"aNE"	0	0	25	5
"MORN5"	"aNE"	0	0	15	15
"MOS"	"aNE"	0	0	20	10
"MOSMO"	"aNE"	0	0	15	15
"MOSPD1"	"NE"	NA	NA	NA	NA
"MOSPD2"	"NE"	NA	NA	NA	NA
"MOSPD3"	"aNE"	0	0	26	4
"MOV10"	"aNE"	0	0	23	7
"MOV10L1"	"aNE"	0	0	17	13
"MOXD1"	"aNE"	0	0	21	9
"MPC1"	"NE"	0	0	2	28
"MPC2"	"aNE"	0	0	23	7
"MPDU1"	"aNE"	0	0	26	4
"MPDZ"	"NE"	0	0	7	23
"MPEG1"	"aNE"	0	0	28	2
"MPG"	"aNE"	0	0	17	13
"MPHOSPH10"	"E"	30	0	0	0
"MPHOSPH6"	"aNE"	1	2	25	2
"MPHOSPH8"	"aNE"	0	1	24	5
"MPHOSPH9"	"aNE"	0	0	27	3
"MPI"	"aNE"	0	2	20	8
"MPIG6B"	"aNE"	0	0	29	1
"MPL"	"aNE"	0	0	25	5
"MPLKIP"	"aNE"	0	1	21	8
"MPND"	"aNE"	0	0	25	5
"MPO"	"aNE"	0	0	26	4
"MPP1"	"NE"	NA	NA	NA	NA
"MPP2"	"aNE"	0	0	29	1
"MPP3"	"aNE"	0	0	29	1
"MPP4"	"NE"	0	0	12	18
"MPP7"	"NE"	0	0	7	23
"MPPE1"	"aNE"	0	0	28	2
"MPPED1"	"NE"	0	0	10	20
"MPPED2"	"aNE"	0	0	16	14
"MPRIP"	"aNE"	0	3	26	1
"MPST"	"NE"	0	0	13	17
"MPV17"	"aNE"	0	0	28	2
"MPV17L"	"aNE"	0	0	26	4
"MPV17L2"	"aNE"	0	2	28	0
"MPZ"	"aNE"	0	0	24	6
"MPZL1"	"aNE"	0	0	29	1
"MPZL2"	"aNE"	0	0	18	12
"MPZL3"	"NE"	0	0	7	23
"MR1"	"aNE"	0	0	23	7
"MRAP"	"NE"	0	0	6	24
"MRAP2"	"NE"	0	0	10	20
"MRAS"	"NE"	0	0	13	17
"MRC1"	"aNE"	0	0	15	15
"MRC2"	"NE"	0	0	11	19
"MRE11"	"aNE"	0	4	25	1
"MREG"	"aNE"	0	0	21	9
"MRFAP1"	"aNE"	0	0	20	10
"MRFAP1L1"	"aNE"	0	0	23	7
"MRGBP"	"aE"	3	15	12	0
"MRGPRD"	"aNE"	0	0	26	4
"MRGPRE"	"aNE"	0	0	19	11
"MRGPRF"	"aNE"	0	0	24	6
"MRGPRG"	"NE"	0	0	7	23
"MRGPRX1"	"aNE"	0	0	26	4
"MRGPRX2"	"NE"	0	0	3	27
"MRGPRX3"	"aNE"	0	4	25	1
"MRGPRX4"	"NE"	0	0	8	22
"MRI1"	"aNE"	0	0	15	15
"MRM1"	"aNE"	0	1	28	1
"MRM2"	"aNE"	0	1	29	0
"MRM3"	"aNE"	0	0	25	5
"MRNIP"	"aNE"	0	0	16	14
"MRO"	"aNE"	0	0	18	12
"MROH1"	"aNE"	0	0	22	8
"MROH2B"	"NE"	0	0	2	28
"MROH6"	"aNE"	0	0	29	1
"MROH7"	"aNE"	0	0	29	1
"MROH9"	"aNE"	0	0	20	10
"MRPL1"	"aNE"	0	0	29	1
"MRPL10"	"aE"	4	17	9	0
"MRPL11"	"aNE"	0	3	26	1
"MRPL12"	"aNE"	2	9	19	0
"MRPL13"	"aNE"	0	3	19	8
"MRPL14"	"aNE"	0	8	20	2
"MRPL15"	"aNE"	0	2	20	8
"MRPL16"	"aNE"	0	9	21	0
"MRPL17"	"aNE"	0	7	20	3
"MRPL18"	"aNE"	0	3	24	3
"MRPL19"	"aNE"	0	6	24	0
"MRPL2"	"aNE"	0	4	23	3
"MRPL20"	"aNE"	0	6	22	2
"MRPL21"	"aNE"	1	12	17	0
"MRPL22"	"aNE"	0	2	27	1
"MRPL23"	"aNE"	0	5	24	1
"MRPL24"	"aNE"	0	3	27	0
"MRPL27"	"aE"	1	18	11	0
"MRPL28"	"aNE"	0	6	23	1
"MRPL3"	"aNE"	0	5	25	0
"MRPL30"	"aNE"	0	0	28	2
"MRPL32"	"aNE"	0	5	25	0
"MRPL33"	"aNE"	0	9	18	3
"MRPL34"	"aE"	5	18	7	0
"MRPL35"	"aE"	6	14	10	0
"MRPL36"	"aNE"	0	14	16	0
"MRPL37"	"aNE"	0	5	25	0
"MRPL38"	"aNE"	0	8	22	0
"MRPL39"	"aNE"	0	9	21	0
"MRPL4"	"aNE"	1	13	14	2
"MRPL40"	"aNE"	0	3	22	5
"MRPL41"	"aE"	4	16	10	0
"MRPL42"	"aNE"	0	0	28	2
"MRPL43"	"aNE"	1	13	16	0
"MRPL44"	"aNE"	0	3	23	4
"MRPL45"	"aE"	2	18	10	0
"MRPL46"	"aNE"	0	4	24	2
"MRPL47"	"aNE"	0	6	22	2
"MRPL48"	"aNE"	0	1	25	4
"MRPL49"	"aE"	1	17	12	0
"MRPL50"	"aNE"	0	9	21	0
"MRPL51"	"aNE"	0	3	26	1
"MRPL52"	"aNE"	0	1	22	7
"MRPL53"	"aNE"	0	11	19	0
"MRPL54"	"aNE"	0	4	24	2
"MRPL55"	"aNE"	0	11	19	0
"MRPL57"	"aNE"	2	12	16	0
"MRPL58"	"aNE"	0	2	28	0
"MRPL9"	"aNE"	0	11	19	0
"MRPS10"	"aNE"	0	12	18	0
"MRPS11"	"aNE"	1	9	18	2
"MRPS12"	"aNE"	0	5	25	0
"MRPS14"	"aE"	1	17	12	0
"MRPS15"	"aNE"	0	3	26	1
"MRPS16"	"aNE"	0	9	21	0
"MRPS17"	"aNE"	0	4	25	1
"MRPS18A"	"aNE"	0	6	24	0
"MRPS18B"	"aNE"	0	5	23	2
"MRPS18C"	"aNE"	0	1	23	6
"MRPS2"	"aNE"	0	2	28	0
"MRPS21"	"aE"	7	21	2	0
"MRPS22"	"aNE"	0	12	18	0
"MRPS23"	"aNE"	0	11	18	1
"MRPS24"	"aNE"	0	11	17	2
"MRPS25"	"aNE"	0	6	23	1
"MRPS26"	"aNE"	0	6	22	2
"MRPS27"	"aNE"	0	7	23	0
"MRPS28"	"aNE"	0	7	23	0
"MRPS30"	"aNE"	0	3	23	4
"MRPS31"	"aNE"	0	7	22	1
"MRPS33"	"aNE"	0	0	25	5
"MRPS34"	"aNE"	0	13	15	2
"MRPS35"	"aNE"	0	10	20	0
"MRPS36"	"aNE"	0	7	23	0
"MRPS5"	"aE"	3	19	8	0
"MRPS6"	"aNE"	0	3	25	2
"MRPS7"	"aNE"	0	5	25	0
"MRPS9"	"aNE"	0	3	26	1
"MRRF"	"aNE"	0	0	17	13
"MRS2"	"aNE"	0	0	15	15
"MRTFA"	"aNE"	0	0	26	4
"MRTFB"	"NE"	0	0	13	17
"MRTO4"	"E"	22	7	1	0
"MS4A1"	"NE"	0	0	14	16
"MS4A10"	"aNE"	0	0	24	6
"MS4A12"	"NE"	0	0	14	16
"MS4A13"	"NE"	0	0	9	21
"MS4A14"	"NE"	0	0	14	16
"MS4A15"	"aNE"	0	0	27	3
"MS4A2"	"NE"	0	0	14	16
"MS4A3"	"aNE"	0	0	19	11
"MS4A4A"	"NE"	0	0	14	16
"MS4A5"	"aNE"	0	0	20	10
"MS4A6A"	"aNE"	0	0	22	8
"MS4A6E"	"NE"	0	0	13	17
"MS4A7"	"aNE"	0	0	16	14
"MS4A8"	"aNE"	0	0	28	2
"MSANTD1"	"NE"	0	0	5	25
"MSANTD2"	"NE"	0	0	11	19
"MSANTD3"	"aNE"	0	0	26	4
"MSANTD4"	"aNE"	0	0	16	14
"MSC"	"aNE"	0	0	15	15
"MSGN1"	"NE"	0	0	6	24
"MSH2"	"aNE"	0	0	25	5
"MSH3"	"aNE"	0	0	17	13
"MSH4"	"aNE"	0	0	23	7
"MSH5"	"NE"	0	0	11	19
"MSH6"	"aNE"	0	0	17	13
"MSI1"	"aNE"	0	0	21	9
"MSI2"	"aNE"	0	0	26	4
"MSL1"	"aNE"	0	6	23	1
"MSL2"	"aNE"	0	0	27	3
"MSL3"	"NE"	NA	NA	NA	NA
"MSLN"	"NE"	0	0	8	22
"MSMB"	"aNE"	0	0	21	9
"MSMO1"	"NE"	0	1	4	25
"MSMP"	"aNE"	0	0	15	15
"MSN"	"aNE"	NA	NA	NA	NA
"MSR1"	"NE"	0	0	9	21
"MSRA"	"NE"	0	0	3	27
"MSRB1"	"aNE"	0	1	27	2
"MSRB2"	"aNE"	0	0	19	11
"MSRB3"	"NE"	0	0	14	16
"MSS51"	"aNE"	0	0	22	8
"MST1"	"aE"	6	18	6	0
"MST1R"	"aNE"	0	0	27	3
"MSTN"	"aNE"	0	0	18	12
"MSTO1"	"aE"	4	14	12	0
"MSX1"	"NE"	0	0	12	18
"MSX2"	"aNE"	0	0	15	15
"MT1A"	"aNE"	0	0	28	2
"MT1B"	"aNE"	0	4	26	0
"MT1E"	"aE"	0	18	12	0
"MT1F"	"aNE"	0	0	28	2
"MT3"	"aNE"	0	0	21	9
"MT4"	"NE"	0	0	7	23
"MTA1"	"NE"	0	0	10	20
"MTA2"	"aNE"	0	5	25	0
"MTA3"	"aNE"	0	0	19	11
"MTAP"	"NE"	0	0	12	18
"MTBP"	"E"	30	0	0	0
"MTCH1"	"aNE"	0	0	18	12
"MTCH2"	"aNE"	0	0	29	1
"MTCL1"	"NE"	0	0	3	27
"MTCP1"	"NE"	NA	NA	NA	NA
"MTDH"	"aNE"	0	0	26	4
"MTERF1"	"aNE"	0	0	15	15
"MTERF2"	"aNE"	0	0	25	5
