"most_freq"	"count_E"	"count_aE"	"count_aNE"	"count_NE"
"ANGPTL3"	"aNE"	0	0	17	13
"ANGPTL4"	"aNE"	0	0	17	13
"ANGPTL5"	"aNE"	0	0	17	13
"ANGPTL6"	"aNE"	0	1	22	7
"ANGPTL7"	"aNE"	0	0	17	13
"ANGPTL8"	"aNE"	0	0	15	15
"ANHX"	"aNE"	0	0	25	5
"ANK1"	"NE"	0	0	9	21
"ANK2"	"NE"	0	0	11	19
"ANK3"	"aNE"	0	0	20	10
"ANKAR"	"aNE"	0	0	15	15
"ANKDD1A"	"aNE"	0	0	24	6
"ANKDD1B"	"NE"	0	0	4	26
"ANKEF1"	"NE"	0	0	10	20
"ANKFN1"	"NE"	0	0	13	17
"ANKFY1"	"aNE"	0	1	25	4
"ANKH"	"aNE"	0	0	20	10
"ANKHD1"	"aNE"	0	0	22	8
"ANKIB1"	"aNE"	0	0	24	6
"ANKK1"	"NE"	0	0	11	19
"ANKLE1"	"aNE"	0	0	22	8
"ANKLE2"	"E"	30	0	0	0
"ANKMY1"	"aNE"	0	0	17	13
"ANKMY2"	"aNE"	0	0	24	6
"ANKRA2"	"aNE"	0	3	23	4
"ANKRD1"	"aNE"	0	0	20	10
"ANKRD10"	"NE"	0	0	4	26
"ANKRD11"	"aNE"	0	5	25	0
"ANKRD12"	"NE"	0	0	12	18
"ANKRD13A"	"NE"	0	0	14	16
"ANKRD13B"	"aNE"	0	0	21	9
"ANKRD13C"	"aNE"	0	0	18	12
"ANKRD13D"	"aNE"	0	0	18	12
"ANKRD16"	"aNE"	0	0	17	13
"ANKRD17"	"aNE"	0	2	25	3
"ANKRD18A"	"aNE"	0	0	22	8
"ANKRD2"	"aNE"	0	0	15	15
"ANKRD22"	"aNE"	0	2	27	1
"ANKRD23"	"aNE"	0	1	28	1
"ANKRD24"	"aNE"	0	0	25	5
"ANKRD26"	"NE"	0	0	7	23
"ANKRD27"	"aNE"	0	0	19	11
"ANKRD28"	"NE"	0	0	12	18
"ANKRD29"	"NE"	0	0	7	23
"ANKRD30A"	"aNE"	0	0	19	11
"ANKRD30B"	"NE"	0	0	13	17
"ANKRD31"	"aNE"	0	0	30	0
"ANKRD33"	"aNE"	0	0	19	11
"ANKRD33B"	"aNE"	0	0	20	10
"ANKRD34A"	"aNE"	0	0	24	6
"ANKRD34B"	"aNE"	0	0	27	3
"ANKRD34C"	"NE"	0	0	11	19
"ANKRD35"	"aNE"	0	0	29	1
"ANKRD37"	"aNE"	0	0	15	15
"ANKRD39"	"aNE"	0	2	27	1
"ANKRD40"	"aNE"	0	1	24	5
"ANKRD42"	"NE"	0	0	10	20
"ANKRD44"	"NE"	0	0	11	19
"ANKRD45"	"NE"	0	0	8	22
"ANKRD46"	"NE"	0	0	10	20
"ANKRD49"	"aNE"	0	8	18	4
"ANKRD50"	"aNE"	0	0	16	14
"ANKRD52"	"aNE"	0	0	23	7
"ANKRD53"	"aNE"	0	1	21	8
"ANKRD54"	"aNE"	0	0	27	3
"ANKRD55"	"NE"	0	0	7	23
"ANKRD6"	"aNE"	0	0	24	6
"ANKRD61"	"NE"	0	0	6	24
"ANKRD62"	"NE"	0	0	7	23
"ANKRD65"	"aE"	0	16	14	0
"ANKRD66"	"NE"	0	0	13	17
"ANKRD7"	"aNE"	0	0	16	14
"ANKRD9"	"aNE"	0	0	26	4
"ANKS1A"	"NE"	0	0	13	17
"ANKS3"	"aNE"	0	2	14	14
"ANKS4B"	"NE"	0	0	5	25
"ANKS6"	"aNE"	0	1	27	2
"ANKZF1"	"aNE"	0	0	22	8
"ANLN"	"aE"	2	15	13	0
"ANO1"	"aNE"	0	0	24	6
"ANO10"	"NE"	0	0	13	17
"ANO3"	"aNE"	0	0	22	8
"ANO4"	"aNE"	0	0	19	11
"ANO5"	"aNE"	0	0	22	8
"ANO6"	"aNE"	0	0	16	14
"ANO7"	"aNE"	0	0	19	11
"ANO8"	"aNE"	0	0	25	5
"ANO9"	"NE"	0	0	6	24
"ANOS1"	"NE"	NA	NA	NA	NA
"ANP32A"	"aNE"	0	0	19	11
"ANP32B"	"aNE"	0	1	25	4
"ANP32D"	"aNE"	0	0	23	7
"ANP32E"	"aNE"	0	2	27	1
"ANPEP"	"NE"	0	0	12	18
"ANTKMT"	"aNE"	0	0	28	2
"ANTXR1"	"aNE"	0	0	20	10
"ANTXR2"	"aNE"	0	0	18	12
"ANTXRL"	"aNE"	0	2	28	0
"ANXA1"	"NE"	0	0	13	17
"ANXA10"	"NE"	0	1	11	18
"ANXA11"	"NE"	0	0	12	18
"ANXA13"	"aNE"	0	0	20	10
"ANXA2"	"aNE"	0	0	23	7
"ANXA2R"	"aNE"	0	0	27	3
"ANXA3"	"NE"	0	0	11	19
"ANXA4"	"NE"	0	0	9	21
"ANXA5"	"aNE"	0	0	15	15
"ANXA6"	"aNE"	0	0	21	9
"ANXA7"	"aNE"	0	0	24	6
"ANXA9"	"aNE"	0	0	27	3
"AOAH"	"NE"	0	0	11	19
"AOC1"	"aNE"	0	0	19	11
"AOC2"	"aNE"	0	0	21	9
"AOC3"	"aNE"	0	1	28	1
"AOPEP"	"NE"	0	0	6	24
"AOX1"	"aNE"	0	0	17	13
"AP1AR"	"NE"	0	0	10	20
"AP1B1"	"aNE"	0	0	27	3
"AP1G1"	"aNE"	0	0	28	2
"AP1G2"	"aNE"	0	2	28	0
"AP1M1"	"aNE"	0	1	27	2
"AP1M2"	"NE"	0	0	10	20
"AP1S1"	"aNE"	0	0	20	10
"AP1S2"	"aNE"	NA	NA	NA	NA
"AP1S3"	"aNE"	0	0	23	7
"AP2A1"	"aNE"	0	0	15	15
"AP2A2"	"NE"	0	0	13	17
"AP2B1"	"aNE"	0	1	27	2
"AP2M1"	"aE"	1	18	8	3
"AP2S1"	"aE"	0	18	9	3
"AP3B1"	"aNE"	0	0	28	2
"AP3B2"	"aNE"	0	0	21	9
"AP3D1"	"aNE"	0	0	19	11
"AP3M1"	"aNE"	0	0	29	1
"AP3M2"	"aNE"	0	0	25	5
"AP3S1"	"aNE"	0	2	27	1
"AP3S2"	"aNE"	0	0	21	9
"AP4B1"	"aNE"	0	0	19	11
"AP4E1"	"aNE"	0	0	15	15
"AP4M1"	"aNE"	0	0	15	15
"AP4S1"	"aNE"	0	0	26	4
"AP5B1"	"aNE"	0	1	23	6
"AP5M1"	"aNE"	0	0	17	13
"AP5S1"	"aNE"	0	0	19	11
"AP5Z1"	"aNE"	0	0	17	13
"APAF1"	"NE"	0	0	12	18
"APBA1"	"aNE"	0	0	23	7
"APBA2"	"aNE"	0	0	30	0
"APBA3"	"NE"	0	0	8	22
"APBB1"	"NE"	0	0	7	23
"APBB1IP"	"aNE"	0	0	18	12
"APBB2"	"NE"	0	0	6	24
"APBB3"	"aNE"	0	0	20	10
"APC"	"aNE"	0	2	26	2
"APC2"	"aNE"	0	0	26	4
"APCDD1"	"NE"	0	0	3	27
"APCDD1L"	"NE"	0	0	14	16
"APCS"	"aNE"	0	0	26	4
"APEH"	"aNE"	0	0	27	3
"APEX1"	"aNE"	0	0	27	3
"APEX2"	"aNE"	NA	NA	NA	NA
"APH1A"	"aNE"	0	0	24	6
"APH1B"	"aNE"	0	0	24	6
"API5"	"aNE"	0	0	24	6
"APIP"	"aNE"	0	0	28	2
"APLF"	"aNE"	0	0	18	12
"APLN"	"NE"	NA	NA	NA	NA
"APLNR"	"aNE"	0	1	23	6
"APLP1"	"aNE"	0	1	28	1
"APLP2"	"aNE"	0	0	16	14
"APMAP"	"aNE"	0	0	16	14
"APOA1"	"NE"	0	0	12	18
"APOA2"	"aNE"	0	0	19	11
"APOA4"	"NE"	0	0	6	24
"APOA5"	"aNE"	0	0	15	15
"APOB"	"aNE"	0	0	21	9
"APOBEC1"	"aNE"	0	0	22	8
"APOBEC2"	"NE"	0	0	14	16
"APOBEC3A"	"aNE"	0	0	20	10
"APOBEC3B"	"aNE"	0	0	22	8
"APOBEC3C"	"aNE"	0	0	16	14
"APOBEC3D"	"aNE"	0	0	23	7
"APOBEC3G"	"NE"	0	0	5	25
"APOBEC3H"	"aNE"	0	0	17	13
"APOBEC4"	"aNE"	0	0	19	11
"APOBR"	"aNE"	0	0	16	14
"APOC1"	"aNE"	0	1	25	4
"APOC2"	"aNE"	0	0	26	4
"APOC3"	"aNE"	0	0	19	11
"APOC4"	"NE"	0	0	12	18
"APOD"	"aNE"	0	1	22	7
"APOE"	"NE"	0	0	10	20
"APOF"	"aNE"	0	0	24	6
"APOH"	"aNE"	0	0	19	11
"APOL1"	"NE"	0	0	8	22
"APOL2"	"aNE"	0	0	15	15
"APOL3"	"NE"	0	0	13	17
"APOL5"	"NE"	0	0	13	17
"APOL6"	"NE"	0	0	7	23
"APOLD1"	"aNE"	0	0	15	15
"APOM"	"aNE"	0	0	25	5
"APOO"	"NE"	NA	NA	NA	NA
"APOOL"	"aNE"	NA	NA	NA	NA
"APP"	"NE"	0	0	5	25
"APPBP2"	"aNE"	0	0	24	6
"APPL1"	"aNE"	0	0	23	7
"APPL2"	"aNE"	0	0	21	9
"APRT"	"aNE"	0	0	29	1
"APTX"	"aNE"	0	0	22	8
"AQP1"	"NE"	0	0	11	19
"AQP10"	"aNE"	0	4	26	0
"AQP11"	"NE"	0	0	4	26
"AQP12B"	"aNE"	0	0	22	8
"AQP2"	"aNE"	0	0	21	9
"AQP3"	"aNE"	0	0	25	5
"AQP4"	"NE"	0	0	10	20
"AQP5"	"aNE"	0	0	18	12
"AQP6"	"aNE"	0	0	26	4
"AQP7"	"aE"	0	25	5	0
"AQP8"	"NE"	0	0	9	21
"AQP9"	"aNE"	0	0	25	5
"AQR"	"E"	30	0	0	0
"AR"	"NE"	NA	NA	NA	NA
"ARAF"	"NE"	NA	NA	NA	NA
"ARAP1"	"aNE"	0	0	27	3
"ARAP2"	"NE"	0	0	12	18
"ARAP3"	"aNE"	0	0	18	12
"ARC"	"NE"	0	0	9	21
"ARCN1"	"E"	28	2	0	0
"AREG"	"NE"	0	0	11	19
"AREL1"	"aNE"	0	0	25	5
"ARF1"	"aNE"	0	13	17	0
"ARF3"	"aNE"	0	0	30	0
"ARF4"	"E"	13	9	8	0
"ARF5"	"aNE"	0	0	19	11
"ARF6"	"aNE"	0	1	24	5
"ARFGAP1"	"NE"	0	0	13	17
"ARFGAP2"	"NE"	0	0	12	18
"ARFGAP3"	"NE"	0	0	13	17
"ARFGEF1"	"aNE"	0	0	22	8
"ARFGEF2"	"aNE"	0	0	22	8
"ARFGEF3"	"NE"	0	0	13	17
"ARFIP1"	"NE"	0	0	10	20
"ARFIP2"	"aNE"	0	0	15	15
"ARFRP1"	"aE"	4	18	8	0
"ARG1"	"NE"	0	0	3	27
"ARG2"	"NE"	0	0	11	19
"ARGFX"	"aNE"	0	14	16	0
"ARGLU1"	"aE"	9	20	1	0
"ARHGAP1"	"aNE"	0	3	15	12
"ARHGAP10"	"aNE"	0	0	16	14
"ARHGAP11A"	"aNE"	0	5	25	0
"ARHGAP12"	"aNE"	0	0	15	15
"ARHGAP15"	"aNE"	0	0	22	8
"ARHGAP17"	"aNE"	0	0	18	12
"ARHGAP18"	"NE"	0	0	13	17
"ARHGAP19"	"aNE"	0	0	28	2
"ARHGAP20"	"NE"	0	0	8	22
"ARHGAP21"	"aNE"	0	0	15	15
"ARHGAP22"	"NE"	0	0	12	18
"ARHGAP23"	"aNE"	0	2	28	0
"ARHGAP24"	"aNE"	0	0	25	5
"ARHGAP25"	"aNE"	0	0	15	15
"ARHGAP26"	"NE"	0	0	10	20
"ARHGAP27"	"aNE"	0	6	24	0
"ARHGAP28"	"NE"	0	0	9	21
"ARHGAP29"	"aNE"	0	1	26	3
"ARHGAP30"	"aNE"	0	2	28	0
"ARHGAP31"	"aNE"	0	0	17	13
"ARHGAP32"	"NE"	0	0	14	16
"ARHGAP33"	"aNE"	0	0	17	13
"ARHGAP35"	"NE"	0	0	3	27
"ARHGAP36"	"NE"	NA	NA	NA	NA
"ARHGAP39"	"aNE"	0	0	21	9
"ARHGAP4"	"NE"	NA	NA	NA	NA
"ARHGAP44"	"NE"	0	0	2	28
"ARHGAP45"	"aNE"	0	0	20	10
"ARHGAP5"	"aNE"	0	0	22	8
"ARHGAP6"	"aNE"	NA	NA	NA	NA
"ARHGAP8"	"NE"	0	0	12	18
"ARHGAP9"	"aNE"	0	1	27	2
"ARHGDIA"	"aNE"	0	0	22	8
"ARHGDIB"	"NE"	0	0	4	26
"ARHGDIG"	"aNE"	0	0	27	3
"ARHGEF1"	"aNE"	0	0	17	13
"ARHGEF10"	"NE"	0	0	9	21
"ARHGEF10L"	"NE"	0	0	10	20
"ARHGEF11"	"aNE"	0	1	26	3
"ARHGEF12"	"aNE"	0	0	16	14
"ARHGEF15"	"aNE"	0	0	15	15
"ARHGEF16"	"aNE"	0	0	27	3
"ARHGEF17"	"NE"	0	0	13	17
"ARHGEF18"	"NE"	0	0	8	22
"ARHGEF19"	"aNE"	0	0	19	11
"ARHGEF2"	"aNE"	0	0	26	4
"ARHGEF25"	"aNE"	0	0	21	9
"ARHGEF26"	"aNE"	0	1	19	10
"ARHGEF28"	"aNE"	0	0	28	2
"ARHGEF3"	"aNE"	0	0	20	10
"ARHGEF33"	"aNE"	0	1	27	2
"ARHGEF37"	"aNE"	0	0	15	15
"ARHGEF38"	"aNE"	0	0	18	12
"ARHGEF39"	"aNE"	0	0	19	11
"ARHGEF4"	"NE"	0	0	14	16
"ARHGEF40"	"aNE"	0	0	20	10
"ARHGEF5"	"aNE"	0	4	26	0
"ARHGEF6"	"NE"	NA	NA	NA	NA
"ARHGEF7"	"aNE"	1	5	22	2
"ARHGEF9"	"aNE"	NA	NA	NA	NA
"ARID1A"	"aNE"	0	3	22	5
"ARID1B"	"aNE"	0	0	23	7
"ARID2"	"aNE"	0	1	27	2
"ARID3A"	"aNE"	0	0	28	2
"ARID3B"	"aNE"	0	0	28	2
"ARID3C"	"aNE"	0	0	15	15
"ARID4A"	"aNE"	0	0	17	13
"ARID4B"	"aNE"	0	0	27	3
"ARID5A"	"aNE"	0	1	25	4
"ARID5B"	"aNE"	0	0	22	8
"ARIH1"	"E"	20	8	2	0
"ARIH2"	"aNE"	0	0	17	13
"ARIH2OS"	"aNE"	0	0	15	15
"ARL1"	"aNE"	0	0	21	9
"ARL10"	"aNE"	0	0	24	6
"ARL11"	"aNE"	0	0	18	12
"ARL13A"	"NE"	NA	NA	NA	NA
"ARL13B"	"aNE"	0	0	24	6
"ARL14"	"NE"	0	0	12	18
"ARL14EP"	"aNE"	0	0	16	14
"ARL14EPL"	"aNE"	0	0	16	14
"ARL15"	"NE"	0	0	13	17
"ARL16"	"aNE"	0	0	26	4
"ARL2"	"E"	25	5	0	0
"ARL2BP"	"aNE"	0	0	29	1
"ARL3"	"aNE"	0	0	24	6
"ARL4A"	"aNE"	0	0	22	8
"ARL4C"	"aNE"	0	1	29	0
"ARL4D"	"aNE"	0	2	28	0
"ARL5A"	"aNE"	0	0	15	15
"ARL5B"	"NE"	0	0	14	16
"ARL5C"	"aNE"	0	0	27	3
"ARL6"	"NE"	0	0	9	21
"ARL6IP1"	"aNE"	0	0	26	4
"ARL6IP4"	"aNE"	0	0	27	3
"ARL6IP5"	"aNE"	0	0	18	12
"ARL6IP6"	"aNE"	0	0	28	2
"ARL8A"	"aNE"	0	0	25	5
"ARL8B"	"aNE"	0	0	27	3
"ARL9"	"aNE"	0	0	21	9
"ARMC1"	"aNE"	0	0	18	12
"ARMC10"	"aNE"	0	1	29	0
"ARMC12"	"aNE"	0	0	16	14
"ARMC2"	"NE"	0	0	13	17
"ARMC3"	"NE"	0	0	11	19
"ARMC5"	"aNE"	0	10	20	0
"ARMC6"	"aNE"	0	1	29	0
"ARMC7"	"E"	22	8	0	0
"ARMC8"	"aNE"	0	0	17	13
"ARMC9"	"aNE"	0	0	15	15
"ARMCX1"	"NE"	NA	NA	NA	NA
"ARMCX2"	"NE"	NA	NA	NA	NA
"ARMCX3"	"NE"	NA	NA	NA	NA
"ARMCX4"	"NE"	NA	NA	NA	NA
"ARMCX5"	"NE"	NA	NA	NA	NA
"ARMCX6"	"aNE"	NA	NA	NA	NA
"ARMH1"	"aNE"	0	3	26	1
"ARMH2"	"NE"	0	0	3	27
"ARMH3"	"aNE"	0	1	24	5
"ARMH4"	"aNE"	0	0	21	9
"ARMS2"	"NE"	0	0	10	20
"ARMT1"	"aNE"	0	0	18	12
"ARNT"	"aNE"	0	2	22	6
"ARNT2"	"NE"	0	0	8	22
"ARNTL"	"aNE"	0	0	24	6
"ARNTL2"	"aNE"	0	0	27	3
"ARPC1A"	"aNE"	0	0	19	11
"ARPC1B"	"NE"	0	0	13	17
"ARPC2"	"aNE"	0	12	18	0
"ARPC3"	"E"	20	10	0	0
"ARPC4"	"aE"	6	21	3	0
"ARPC5"	"aNE"	0	2	28	0
"ARPC5L"	"NE"	0	0	14	16
"ARPIN"	"NE"	0	0	13	17
"ARPP19"	"aE"	0	18	12	0
"ARPP21"	"NE"	0	0	6	24
"ARR3"	"aNE"	NA	NA	NA	NA
"ARRB1"	"aNE"	0	1	27	2
"ARRB2"	"aNE"	0	0	21	9
"ARRDC1"	"aNE"	0	1	28	1
"ARRDC2"	"aNE"	0	0	24	6
"ARRDC3"	"NE"	0	0	9	21
"ARRDC4"	"aNE"	0	0	16	14
"ARRDC5"	"NE"	0	0	14	16
"ARSA"	"aNE"	0	0	22	8
"ARSB"	"aNE"	0	0	26	4
"ARSD"	"NE"	NA	NA	NA	NA
"ARSF"	"NE"	NA	NA	NA	NA
"ARSG"	"NE"	0	0	4	26
"ARSH"	"NE"	NA	NA	NA	NA
"ARSI"	"aNE"	0	0	22	8
"ARSJ"	"aNE"	0	0	20	10
"ARSK"	"aNE"	0	0	21	9
"ARSL"	"NE"	NA	NA	NA	NA
"ART1"	"aNE"	0	0	23	7
"ART3"	"aNE"	0	0	25	5
"ART4"	"NE"	0	0	14	16
"ART5"	"NE"	0	0	8	22
"ARTN"	"aNE"	0	1	28	1
"ARV1"	"aNE"	0	0	27	3
"ARVCF"	"NE"	0	0	10	20
"ARX"	"NE"	NA	NA	NA	NA
"AS3MT"	"NE"	0	0	8	22
"ASAH1"	"NE"	0	0	11	19
"ASAH2"	"NE"	0	0	14	16
"ASAP1"	"NE"	0	0	13	17
"ASAP2"	"NE"	0	0	14	16
"ASAP3"	"aNE"	0	0	26	4
"ASB1"	"NE"	0	0	6	24
"ASB10"	"aNE"	0	0	19	11
"ASB11"	"NE"	NA	NA	NA	NA
"ASB12"	"aNE"	NA	NA	NA	NA
"ASB13"	"NE"	0	0	1	29
"ASB14"	"NE"	0	0	10	20
"ASB15"	"NE"	0	0	6	24
"ASB16"	"aNE"	0	0	25	5
"ASB17"	"aNE"	0	0	21	9
"ASB18"	"aNE"	0	0	26	4
"ASB2"	"NE"	0	0	4	26
"ASB3"	"aNE"	0	0	24	6
"ASB4"	"NE"	0	0	8	22
"ASB5"	"NE"	0	0	8	22
"ASB6"	"aNE"	0	0	29	1
"ASB7"	"aNE"	0	0	19	11
"ASB8"	"aNE"	0	0	24	6
"ASB9"	"NE"	NA	NA	NA	NA
"ASCC1"	"aNE"	0	0	25	5
"ASCC2"	"NE"	0	0	4	26
"ASCC3"	"aNE"	0	9	19	2
"ASCL1"	"aNE"	0	0	23	7
"ASCL2"	"aNE"	0	0	17	13
"ASCL3"	"aNE"	0	0	16	14
"ASCL4"	"aNE"	0	0	21	9
"ASCL5"	"aNE"	0	0	30	0
"ASF1A"	"aNE"	0	2	22	6
"ASF1B"	"aNE"	0	0	28	2
"ASGR1"	"NE"	0	0	11	19
"ASGR2"	"NE"	0	0	2	28
"ASH1L"	"aNE"	0	1	26	3
"ASH2L"	"aNE"	0	8	20	2
"ASIC1"	"aNE"	0	0	27	3
"ASIC2"	"NE"	0	0	12	18
"ASIC3"	"NE"	0	0	11	19
"ASIC4"	"aNE"	0	0	28	2
"ASIC5"	"NE"	0	0	9	21
"ASIP"	"NE"	0	0	12	18
"ASL"	"aNE"	0	0	27	3
"ASMT"	"NE"	NA	NA	NA	NA
"ASMTL"	"aNE"	NA	NA	NA	NA
"ASNS"	"aNE"	1	12	16	1
"ASNSD1"	"aNE"	0	0	28	2
"ASPA"	"NE"	0	0	3	27
"ASPDH"	"NE"	0	0	9	21
"ASPG"	"NE"	0	0	10	20
"ASPH"	"NE"	0	0	5	25
"ASPHD1"	"aNE"	0	0	17	13
"ASPHD2"	"NE"	0	0	13	17
"ASPM"	"aNE"	0	0	28	2
"ASPRV1"	"aNE"	0	0	25	5
"ASPSCR1"	"aNE"	0	0	28	2
"ASRGL1"	"aNE"	0	0	24	6
"ASS1"	"aNE"	0	7	23	0
"ASTE1"	"aNE"	0	0	17	13
"ASTL"	"aNE"	0	0	25	5
"ASTN1"	"aNE"	0	0	17	13
"ASTN2"	"NE"	0	0	12	18
"ASXL1"	"NE"	0	0	9	21
"ASXL3"	"NE"	0	0	6	24
"ASZ1"	"aNE"	0	0	28	2
"ATAD1"	"aNE"	0	0	22	8
"ATAD2"	"aNE"	0	0	27	3
"ATAD2B"	"aNE"	0	0	19	11
"ATAD3A"	"aNE"	0	0	25	5
"ATAD3B"	"aNE"	0	0	27	3
"ATAD3C"	"aNE"	0	0	16	14
"ATAD5"	"aNE"	0	0	24	6
"ATAT1"	"aNE"	0	0	19	11
"ATCAY"	"aNE"	0	0	18	12
"ATE1"	"NE"	0	0	9	21
"ATF1"	"aNE"	0	0	26	4
"ATF2"	"NE"	0	0	7	23
"ATF3"	"NE"	0	0	12	18
"ATF4"	"aE"	3	23	4	0
"ATF5"	"aNE"	0	0	28	2
"ATF6"	"aNE"	0	0	26	4
"ATF6B"	"aNE"	0	0	27	3
"ATF7"	"aNE"	0	2	27	1
"ATF7IP"	"NE"	0	0	14	16
"ATF7IP2"	"NE"	0	0	11	19
"ATG10"	"aNE"	0	0	22	8
"ATG101"	"aNE"	0	0	17	13
"ATG12"	"aNE"	0	0	22	8
"ATG13"	"NE"	0	0	13	17
"ATG14"	"aNE"	0	0	21	9
"ATG16L1"	"aNE"	0	0	18	12
"ATG16L2"	"aNE"	0	0	21	9
"ATG2A"	"aNE"	0	0	24	6
"ATG2B"	"NE"	0	0	8	22
"ATG3"	"aNE"	0	0	25	5
"ATG4A"	"aNE"	NA	NA	NA	NA
"ATG4B"	"aNE"	0	0	15	15
"ATG4C"	"aNE"	0	0	26	4
"ATG4D"	"aNE"	0	0	19	11
"ATG5"	"NE"	0	0	7	23
"ATG7"	"NE"	0	0	6	24
"ATG9A"	"aNE"	0	2	24	4
"ATIC"	"aNE"	0	3	27	0
"ATL1"	"aNE"	0	0	24	6
"ATL2"	"aNE"	0	13	17	0
"ATL3"	"aNE"	0	0	26	4
"ATM"	"NE"	0	0	11	19
"ATMIN"	"aNE"	0	1	25	4
"ATN1"	"aNE"	0	0	28	2
"ATOH1"	"aNE"	0	0	18	12
"ATOH7"	"aNE"	0	0	22	8
"ATOH8"	"aNE"	0	0	28	2
"ATOX1"	"NE"	0	0	6	24
"ATP10A"	"aNE"	0	0	26	4
"ATP10B"	"NE"	0	0	12	18
"ATP10D"	"NE"	0	0	12	18
"ATP11A"	"NE"	0	0	14	16
"ATP11B"	"aNE"	0	0	24	6
"ATP11C"	"NE"	NA	NA	NA	NA
"ATP12A"	"aNE"	0	0	23	7
"ATP13A1"	"aNE"	0	2	26	2
"ATP13A2"	"aNE"	0	0	21	9
"ATP13A3"	"NE"	0	0	13	17
"ATP13A4"	"NE"	0	0	13	17
"ATP13A5"	"NE"	0	0	7	23
"ATP1A1"	"E"	17	9	4	0
"ATP1A2"	"aNE"	0	0	21	9
"ATP1A3"	"aNE"	0	0	26	4
"ATP1A4"	"aNE"	0	0	17	13
"ATP1B1"	"aNE"	0	0	29	1
"ATP1B2"	"aNE"	0	0	19	11
"ATP1B3"	"aNE"	0	3	26	1
"ATP1B4"	"aNE"	NA	NA	NA	NA
"ATP23"	"aNE"	0	6	24	0
"ATP2A1"	"aNE"	0	0	23	7
"ATP2A2"	"E"	29	1	0	0
"ATP2A3"	"aNE"	0	0	20	10
"ATP2B1"	"aNE"	0	1	24	5
"ATP2B2"	"aNE"	0	0	26	4
"ATP2B3"	"aNE"	NA	NA	NA	NA
"ATP2B4"	"aNE"	0	0	28	2
"ATP2C1"	"aNE"	0	1	22	7
"ATP2C2"	"aNE"	0	0	26	4
"ATP4A"	"aNE"	0	0	17	13
"ATP4B"	"NE"	0	0	10	20
"ATP5F1A"	"aNE"	0	12	18	0
"ATP5F1B"	"aE"	2	14	14	0
"ATP5F1C"	"aNE"	0	12	18	0
"ATP5F1D"	"aNE"	1	14	15	0
"ATP5IF1"	"aNE"	0	0	29	1
"ATP5MC1"	"aNE"	0	9	21	0
"ATP5MC2"	"aNE"	0	9	21	0
"ATP5MC3"	"aNE"	0	0	15	15
"ATP5ME"	"aNE"	1	6	21	2
"ATP5MF"	"E"	26	4	0	0
"ATP5MG"	"aNE"	0	11	19	0
"ATP5MGL"	"aNE"	0	2	28	0
"ATP5MJ"	"aNE"	0	1	18	11
"ATP5MK"	"aNE"	0	0	29	1
"ATP5PB"	"aNE"	0	6	24	0
"ATP5PD"	"aNE"	0	5	25	0
"ATP5PF"	"aNE"	0	5	25	0
"ATP5PO"	"aNE"	0	5	25	0
"ATP6AP1"	"aE"	NA	NA	NA	NA
"ATP6AP1L"	"aNE"	0	0	25	5
"ATP6AP2"	"aE"	NA	NA	NA	NA
"ATP6V0A1"	"aNE"	0	0	30	0
"ATP6V0A2"	"aNE"	0	2	22	6
"ATP6V0A4"	"aNE"	0	0	26	4
"ATP6V0B"	"E"	29	1	0	0
"ATP6V0C"	"E"	30	0	0	0
"ATP6V0D1"	"aE"	14	14	2	0
"ATP6V0D2"	"aNE"	0	0	18	12
"ATP6V0E1"	"aNE"	0	2	25	3
"ATP6V0E2"	"aNE"	0	0	22	8
"ATP6V1A"	"E"	29	1	0	0
"ATP6V1B1"	"aNE"	0	1	25	4
"ATP6V1B2"	"E"	29	1	0	0
"ATP6V1C1"	"aE"	10	15	5	0
"ATP6V1C2"	"aNE"	0	0	19	11
"ATP6V1D"	"E"	21	8	1	0
"ATP6V1E1"	"E"	28	2	0	0
"ATP6V1E2"	"NE"	0	0	14	16
"ATP6V1F"	"E"	28	2	0	0
"ATP6V1G1"	"E"	29	1	0	0
"ATP6V1G2"	"aNE"	0	0	25	5
"ATP6V1G3"	"NE"	0	0	12	18
"ATP6V1H"	"E"	15	13	2	0
"ATP7A"	"aNE"	NA	NA	NA	NA
"ATP7B"	"NE"	0	0	14	16
"ATP8A1"	"NE"	0	0	9	21
"ATP8A2"	"aNE"	0	0	17	13
"ATP8B1"	"NE"	0	0	8	22
"ATP8B2"	"aNE"	0	0	26	4
"ATP8B3"	"aNE"	0	0	18	12
"ATP8B4"	"NE"	0	0	1	29
"ATP9A"	"aNE"	0	0	18	12
"ATP9B"	"aNE"	0	0	20	10
"ATPAF1"	"aNE"	0	0	25	5
"ATPAF2"	"aNE"	0	0	20	10
"ATPSCKMT"	"NE"	0	0	10	20
"ATR"	"E"	15	14	1	0
"ATRAID"	"aNE"	0	0	19	11
"ATRIP"	"aE"	5	23	2	0
"ATRN"	"aNE"	0	2	25	3
"ATRNL1"	"NE"	0	0	7	23
"ATRX"	"aNE"	NA	NA	NA	NA
"ATXN1"	"aNE"	0	0	17	13
"ATXN10"	"aNE"	0	10	20	0
"ATXN1L"	"aNE"	0	0	22	8
"ATXN2"	"aNE"	0	0	25	5
"ATXN2L"	"aNE"	0	1	24	5
"ATXN3"	"aNE"	0	0	17	13
"ATXN3L"	"NE"	NA	NA	NA	NA
"ATXN7"	"NE"	0	0	7	23
