,source,target
1110289,A0A1W2PNV4,YWHAE
1110290,ARPC1B,YWHAE
1110291,YWHAE,ARF1
1110292,ARF3,YWHAE
1110293,ARFIP2,YWHAE
1110294,YWHAE,ARIH1
1110295,YWHAE,AKR7L
1110296,ARL3,YWHAE
1110297,YWHAE,ARL8A
1110298,YWHAE,ARMC6
1110299,ARPP19,YWHAE
1110300,ACTR2,YWHAE
1110301,ACTR3,YWHAE
1110302,YWHAE,ARPC5L
1110303,ARPC2,YWHAE
1110304,ARPC4,YWHAE
1110305,ARSA,YWHAE
1110306,YWHAE,ASAP1
1110307,YWHAE,ASRGL1
1110308,ASS1,YWHAE
1110309,YWHAE,ATG5
1110310,YWHAE,ATL1
1110311,ATOX1,YWHAE
1110312,YWHAE,ATXN10
1110313,YWHAE,ATXN2L
1110314,DNAJC6,YWHAE
1110315,ACOT7,YWHAE
1110316,BAG6,YWHAE
1110317,BCAT1,YWHAE
1110318,BLVRA,YWHAE
1110319,BIN1,YWHAE
1110320,YWHAE,BIRC6
1110321,YWHAE,BLMH
1110322,YWHAE,BOLA1
1110323,BPNT1,YWHAE
1110324,YWHAE,RNF20
1110325,YWHAE,BROX
1110326,YWHAE,BSN
1110327,BTBD17,YWHAE
1110328,BTF3,YWHAE
1110329,BUB3,YWHAE
1110330,MTHFD1,YWHAE
1110331,YWHAE,MTHFD1L
1110332,CA1,YWHAE
1110333,CA2,YWHAE
1110334,CANX,YWHAE
1110335,YWHAE,CAMKV
1110336,YWHAE,CAMSAP1
1110337,YWHAE,CAND1
1110338,YWHAE,CAP1
1110339,CPE,YWHAE
1110340,CCDC22,YWHAE
1110341,YWHAE,CCDC50
1110342,YWHAE,CCDC92
1110343,YWHAE,CCSAP
1110344,YWHAE,C4orf33
1110345,CDC42,YWHAE
1110346,YWHAE,CELF1
1110347,CELF2,YWHAE
1110348,YWHAE,CELF3
1110349,YWHAE,CELF4
1110350,YWHAE,CERT1
1110351,YWHAE,CFDP1
1110352,YWHAE,CHMP4B
1110353,YWHAE,CHORDC1
1110354,YWHAE,CARHSP1
1110355,YWHAE,CIAO2B
1110356,CIAO1,YWHAE
1110357,YWHAE,C11orf54
1110358,CLIP1,YWHAE
1110359,YWHAE,CLIP2
1110360,CLUH,YWHAE
1110361,CLU,YWHAE
1110362,YWHAE,CMBL
1110363,CNP,YWHAE
1110364,YWHAE,CNDP2
1110365,YWHAE,CNTN1
1110366,C3,YWHAE
1110367,YWHAE,COMMD5
1110368,COPA,YWHAE
1110369,COPB2,YWHAE
1110370,COPB1,YWHAE
1110371,ARCN1,YWHAE
1110372,CORO1A,YWHAE
1110373,YWHAE,CORO1B
1110374,YWHAE,CORO2B
1110375,YWHAE,CIAPIN1
1110376,CPLX1,YWHAE
1110377,YWHAE,CPLX2
1110378,CPNE6,YWHAE
1110379,YWHAE,CPSF7
1110380,CRIP2,YWHAE
1110381,CRKL,YWHAE
1110382,YWHAE,CRYL1
1110383,YWHAE,CRYM
1110384,CSDE1,YWHAE
1110385,CSNK2A2,YWHAE
1110386,YWHAE,CSNK2B
1110387,YWHAE,CASKIN1
1110388,YWHAE,GPS1
1110389,YWHAE,COPS3
1110390,YWHAE,COPS4
1110391,YWHAE,COPS8
1110392,VCAN,YWHAE
1110393,CSRP1,YWHAE
1110394,YWHAE,CSTF1
1110395,CLSTN1,YWHAE
1110396,YWHAE,C20orf27
1110397,YWHAE,CUL2
1110398,YWHAE,CACYBP
1110399,YWHAE,CYFIP1
1110400,YWHAE,CYGB
1110401,YWHAE,CYRIA
1110402,YWHAE,CYRIB
1110403,CSTB,YWHAE
1110404,DYNC1I1,YWHAE
1110405,YWHAE,DYNC1I2
1110406,YWHAE,DYNC1LI1
1110407,YWHAE,GAD1
1110408,YWHAE,GAD2
1110409,YWHAE,DCPS
1110410,YWHAE,DCTN4
1110411,DDAH1,YWHAE
1110412,DDC,YWHAE
1110413,YWHAE,DDX17
1110414,DSTN,YWHAE
1110415,QDPR,YWHAE
1110416,YWHAE,SORD
1110417,DHX15,YWHAE
1110418,YWHAE,DLG1
1110419,YWHAE,DLG3
1110420,YWHAE,DYNLRB1
1110421,YWHAE,DMXL2
1110422,DNAJA2,YWHAE
1110423,DNAJB6,YWHAE
1110424,DNAJC8,YWHAE
1110425,YWHAE,DOHH
1110426,YWHAE,APPL1
1110427,YWHAE,POLG2
1110428,YWHAE,DPP3
1110429,YWHAE,DPP8
1110430,YWHAE,DPP9
1110431,YWHAE,DPY30
1110432,YWHAE,CRMP1
1110433,YWHAE,DPYSL2
1110434,YWHAE,DPYSL3
1110435,DPYSL4,YWHAE
1110436,YWHAE,DPYSL5
1110437,YWHAE,DTD1
1110438,YWHAE,DNAH5
1110439,YWHAE,DYNLL1
1110440,YWHAE,DYNLL2
1110441,YWHAE,DNM1
1110442,DNM2,YWHAE
1110443,YWHAE,DNM3
1110444,YWHAE,DZANK1
1110445,YWHAE,EPB41L1
1110446,ECHS1,YWHAE
1110447,YWHAE,EEA1
1110448,EEF1D,YWHAE
1110449,YWHAE,EFHD1
1110450,TUFM,YWHAE
1110451,YWHAE,EHD1
1110452,EIF2B2,YWHAE
1110453,YWHAE,EIF1AD
1110454,EIF3B,YWHAE
1110455,EIF3F,YWHAE
1110456,YWHAE,EIF3L
1110457,YWHAE,EIF3M
1110458,YWHAE,EIPR1
1110459,YWHAE,ELAVL1
1110460,YWHAE,ELAVL3
1110461,YWHAE,ELP3
1110462,YWHAE,MPP1
1110463,EML2,YWHAE
1110464,YWHAE,ENAH
1110465,ENO2,YWHAE
1110466,YWHAE,ENOPH1
1110467,HSP90B1,YWHAE
1110468,ENSA,YWHAE
1110469,YWHAE,EPS15L1
1110470,EPB41,YWHAE
1110471,YWHAE,EPM2AIP1
1110472,YWHAE,EPN1
1110473,YWHAE,CLINT1
1110474,GSPT1,YWHAE
1110475,YWHAE,GSPT2
1110476,ESD,YWHAE
1110477,YWHAE,EXOC1
1110478,YWHAE,EXOC7
1110479,YWHAE,EXOSC10
1110480,EZR,YWHAE
1110481,YWHAE,FAM98A
1110482,YWHAE,FAM98B
1110483,FAH,YWHAE
1110484,YWHAE,FABP5
1110485,FABP3,YWHAE
1110486,AHSG,YWHAE
1110487,FGA,YWHAE
1110488,FGG,YWHAE
1110489,YWHAE,FKBP1C
1110490,LOC114841035,YWHAE
1110491,YWHAE,FKBP3
1110492,YWHAE,FKBP4
1110493,YWHAE,FNBP1
1110494,YWHAE,G3BP2
1110495,GAPDHS,YWHAE
1110496,GPI,YWHAE
1110497,YWHAE,ABAT
1110498,YWHAE,GATD1
1110499,YWHAE,GALNT3
1110500,YWHAE,GANAB
1110501,GARS1,YWHAE
1110502,GAS7,YWHAE
1110503,YWHAE,GUCY1B1
1110504,YWHAE,GDAP1L1
1110505,GDI1,YWHAE
1110506,GDI2,YWHAE
1110507,ARHGDIA,YWHAE
1110508,GSN,YWHAE
1110509,YWHAE,GPHN
1110510,GET3,YWHAE
1110511,GFAP,YWHAE
1110512,YWHAE,GFPT1
1110513,YWHAE,GGA3
1110514,YWHAE,GGACT
1110515,YWHAE,GGT7
1110516,YWHAE,GID8
1110517,GIPC1,YWHAE
1110518,GLUL,YWHAE
1110519,YWHAE,HAGH
1110520,YWHAE,GLOD4
1110521,GLRX3,YWHAE
1110522,PRKCSH,YWHAE
1110523,YWHAE,GMPPB
1110524,GNB5,YWHAE
1110525,GNPDA1,YWHAE
1110526,A0A0J9YVX5,YWHAE
1110527,YWHAE,GPD1L
1110528,GPD1,YWHAE
1110529,YWHAE,RASGRP2
1110530,GCLC,YWHAE
1110531,GSR,YWHAE
1110532,YWHAE,GSTO1
1110533,YWHAE,GTF2I
1110534,YWHAE,GDA
1110535,YWHAE,GULP1
1110536,H2AC8,YWHAE
1110537,H2AZ1,YWHAE
1110538,YWHAE,HAGHL
1110539,HTT,YWHAE
1110540,YWHAE,HDGFL3
1110541,YWHAE,HDHD2
1110542,YWHAE,HEBP1
1110543,ALAD,YWHAE
1110544,HMBS,YWHAE
1110545,HEXB,YWHAE
1110546,HINT1,YWHAE
1110547,YWHAE,HMGCS1
1110548,HMGB1,YWHAE
1110549,HNRNPH2,YWHAE
1110550,YWHAE,HNRNPUL1
1110551,YWHAE,HNRNPD
1110552,HNRNPF,YWHAE
1110553,HNRNPK,YWHAE
1110554,YWHAE,HOOK3
1110555,YWHAE,HPCA
1110556,YWHAE,HPCAL4
1110557,YWHAE,HSPH1
1110558,HSPA12A,YWHAE
1110559,HSPA4L,YWHAE
1110560,YWHAE,HEATR5B
1110561,HTATSF1,YWHAE
1110562,EPHX2,YWHAE
1110563,YWHAE,HYI
1110564,YWHAE,HYOU1
1110565,YWHAE,IRF2BP1
1110566,YWHAE,IRF2BPL
1110567,IDH3A,YWHAE
1110568,IDH1,YWHAE
1110569,IDH3G,YWHAE
1110570,YWHAE,IDI1
1110571,EIF4A1,YWHAE
1110572,YWHAE,EIF4A2
1110573,IMPDH2,YWHAE
1110574,YWHAE,IMPACT
1110575,YWHAE,ISYNA1
1110576,YWHAE,INPP4A
1110577,ITPKA,YWHAE
1110578,IPO7,YWHAE
1110579,YWHAE,PPA2
1110580,YWHAE,PPA1
1110581,YWHAE,IRGQ
1110582,CRPPA,YWHAE
1110583,ITIH2,YWHAE
1110584,YWHAE,ITIH3
1110585,YWHAE,ITPA
1110586,YWHAE,ITPR1
1110587,SPAG9,YWHAE
1110588,YWHAE,KRT71
1110589,YWHAE,KRT79
1110590,AK1,YWHAE
1110591,PRKAR2B,YWHAE
1110592,PRKACB,YWHAE
1110593,YWHAE,KCNAB2
1110594,YWHAE,CAMK1D
1110595,YWHAE,CAMK4
1110596,CKM,YWHAE
1110597,CMPK1,YWHAE
1110598,YWHAE,GUK1
1110599,YWHAE,KHDRBS1
1110600,YWHAE,KIF16B
1110601,YWHAE,KIF21A
1110602,KIF2A,YWHAE
1110603,YWHAE,CAMKK2
1110604,PRKCB,YWHAE
1110605,PKM,YWHAE
1110606,PKLR,YWHAE
1110607,L1CAM,YWHAE
1110608,LANCL1,YWHAE
1110609,YWHAE,LASP1
1110610,LDHA,YWHAE
1110611,YWHAE,GLO1
1110612,LIN7A,YWHAE
1110613,YWHAE,LIN7B
1110614,YWHAE,PPFIBP2
1110615,LTA4H,YWHAE
1110616,NEBL,YWHAE
1110617,YWHAE,LRP1
1110618,YWHAE,LAMTOR3
1110619,YWHAE,LUZP1
1110620,LYPLA1,YWHAE
1110621,LYPLA2,YWHAE
1110622,YWHAE,MAN2C1
1110623,YWHAE,MADD
1110624,MANF,YWHAE
1110625,YWHAE,ME3
1110626,ME1,YWHAE
1110627,METAP1,YWHAE
1110628,YWHAE,MAP1A
1110629,YWHAE,MAP1S
1110630,MAP4,YWHAE
1110631,YWHAE,MAP6
1110632,YWHAE,MAP7
1110633,YWHAE,MAPRE2
1110634,YWHAE,MAPRE3
1110635,YWHAE,MAT2B
1110636,YWHAE,MBNL1
1110637,MBP,YWHAE
1110638,MDH1,YWHAE
1110639,MDH2,YWHAE
1110640,YWHAE,MEMO1
1110641,YWHAE,HDDC3
1110642,YWHAE,MGLL
1110643,MAGOH,YWHAE
1110644,MIF,YWHAE
1110645,YWHAE,MINK1
1110646,YWHAE,MLF2
1110647,YWHAE,MPP2
1110648,YWHAE,MPP6
1110649,YWHAE,MSI2
1110650,YWHAE,MSRA
1110651,YWHAE,METTL3
1110652,MAP2,YWHAE
1110653,YWHAE,MTAP
1110654,YWHAE,APIP
1110655,MTPN,YWHAE
1110656,YWHAE,MVP
1110657,YWHAE,MYDGF
1110658,MB,YWHAE
1110659,YWHAE,MYO5A
1110660,NAMPT,YWHAE
1110661,YWHAE,NBEA
1110662,NCALD,YWHAE
1110663,NCAM2,YWHAE
1110664,NCAN,YWHAE
1110665,YWHAE,NCDN
1110666,CHL1,YWHAE
1110667,NME1,YWHAE
1110668,NME2,YWHAE
1110669,YWHAE,NDRG1
1110670,YWHAE,NDRG2
1110671,YWHAE,NDRG3
1110672,YWHAE,NDRG4
1110673,PCSK2,YWHAE
1110674,YWHAE,NECAP1
1110675,YWHAE,CMAS
1110676,NEFH,YWHAE
1110677,YWHAE,NIF3L1
1110678,NMT1,YWHAE
1110679,YWHAE,NAXD
1110680,YWHAE,NAXE
1110681,YWHAE,NOL8
1110682,YWHAE,NOP58
1110683,NOVA1,YWHAE
1110684,YWHAE,NAP1L4
1110685,NPTXR,YWHAE
1110686,YWHAE,NRCAM
1110687,YWHAE,NSFL1C
1110688,NSF,YWHAE
1110689,YWHAE,NT5C
1110690,YWHAE,NTM
1110691,YWHAE,NUCB1
1110692,YWHAE,NUDC
1110693,NUDT3,YWHAE
1110694,YWHAE,HNRNPU
1110695,OAT,YWHAE
1110696,YWHAE,OGDH
1110697,PDHA1,YWHAE
1110698,OGA,YWHAE
1110699,YWHAE,OLA1
1110700,OMG,YWHAE
1110701,OMP,YWHAE
1110702,OPLAH,YWHAE
1110703,YWHAE,OSBPL1A
1110704,YWHAE,OTUD6B
1110705,YWHAE,OTUB1
1110706,YWHAE,OXR1
1110707,YWHAE,KIAA1191
1110708,YWHAE,PYCR3
1110709,YWHAE,PAFAH1B3
1110710,YWHAE,PACSIN1
1110711,YWHAE,PAIP1
1110712,YWHAE,SERBP1
1110713,PAPSS1,YWHAE
1110714,YWHAE,PARK7
1110715,PXN,YWHAE
1110716,PCP4L1,YWHAE
1110717,YWHAE,PCBP2
1110718,PCBP3,YWHAE
1110719,YWHAE,PCP2
1110720,YWHAE,PCSK1N
1110721,YWHAE,PCYT2
1110722,YWHAE,PCYOX1
1110723,PDE1A,YWHAE
1110724,YWHAE,PDE1B
1110725,P4HB,YWHAE
1110726,PDIA3,YWHAE
1110727,PDLIM1,YWHAE
1110728,PDXK,YWHAE
1110729,YWHAE,PEA15
1110730,YWHAE,PEG3
1110731,PEX19,YWHAE
1110732,PFDN1,YWHAE
1110733,YWHAE,PFDN5
1110734,PFDN6,YWHAE
1110735,PFKM,YWHAE
1110736,YWHAE,PFKP
1110737,YWHAE,BCAN
1110738,PGM1,YWHAE
1110739,YWHAE,PHF24
1110740,YWHAE,PHYHIPL
1110741,PCBD1,YWHAE
1110742,YWHAE,PHYHIP
1110743,PIP4K2A,YWHAE
1110744,PIP5K1C,YWHAE
1110745,YWHAE,PICALM
1110746,PCMT1,YWHAE
1110747,PITPNB,YWHAE
1110748,YWHAE,PITHD1
1110749,PJA2,YWHAE
1110750,YWHAE,PLCB1
1110751,PLCH2,YWHAE
1110752,YWHAE,PLCL2
1110753,YWHAE,PLCXD3
1110754,YWHAE,PLD3
1110755,YWHAE,PLPPR4
1110756,LCP1,YWHAE
1110757,BPGM,YWHAE
1110758,YWHAE,NAPRT
1110759,YWHAE,PPP1R8
1110760,YWHAE,PPP3CA
1110761,PPP3CB,YWHAE
1110762,PPP6R2,YWHAE
1110763,YWHAE,PREPL
1110764,PPIB,YWHAE
1110765,PPM1A,YWHAE
1110766,YWHAE,PPM1E
1110767,PPM1F,YWHAE
1110768,YWHAE,PPME1
1110769,PPP1R17,YWHAE
1110770,YWHAE,PPP1R1A
1110771,YWHAE,PPP1R1B
1110772,YWHAE,PPP1R21
1110773,PRRC2A,YWHAE
1110774,PRDX2,YWHAE
1110775,PRDX3,YWHAE
1110776,PRDX5,YWHAE
1110777,PRKRA,YWHAE
1110778,PFN1,YWHAE
1110779,PFN2,YWHAE
1110780,YWHAE,PSMC6
1110781,PSMC3,YWHAE
1110782,PSMC4,YWHAE
1110783,PSMC5,YWHAE
1110784,PVALB,YWHAE
1110785,PSMA2,YWHAE
1110786,PSMA4,YWHAE
1110787,PSMA5,YWHAE
1110788,PSMA6,YWHAE
1110789,NPEPPS,YWHAE
1110790,PSMB4,YWHAE
1110791,PSMB5,YWHAE
1110792,PSMB6,YWHAE
1110793,YWHAE,PSMB7
1110794,YWHAE,PSMD13
1110795,YWHAE,PSD2
1110796,PSMD14,YWHAE
1110797,PSIP1,YWHAE
1110798,YWHAE,PSMA8
1110799,YWHAE,PSMD1
1110800,YWHAE,PSMD2
1110801,PSMD7,YWHAE
1110802,YWHAE,PSPC1
1110803,YWHAE,PTBP2
1110804,YWHAE,PTPN23
1110805,PTPN5,YWHAE
1110806,YWHAE,PUM1
1110807,GART,YWHAE
1110808,ADSL,YWHAE
1110809,YWHAE,ADSS1
1110810,ADSS2,YWHAE
1110811,YWHAE,PURB
1110812,YWHAE,PURG
1110813,PYGB,YWHAE
1110814,PYGL,YWHAE
1110815,PYGM,YWHAE
1110816,YWHAE,PYM1
1110817,PSMD11,YWHAE
1110818,SRM,YWHAE
1110819,RPS17,YWHAE
1110820,ADAP1,YWHAE
1110821,PFAS,YWHAE
1110822,YWHAE,UGGT1
1110823,AMPH,YWHAE
1110824,PGM3,YWHAE
1110825,YWHAE,PTPA
1110826,YWHAE,PSD3
1110827,YWHAE,EXOC6B
1110828,YWHAE,ZYX
1110829,YWHAE,AP1B1
1110830,CALB2,YWHAE
1110831,YWHAE,LZTFL1
1110832,YWHAE,TLN2
1110833,CALB1,YWHAE
1110834,YWHAE,ZBED9
1110835,IDE,YWHAE
1110836,YWHAE,SEC62
1110837,YWHAE,EIF4G1
1110838,PRKAR2A,YWHAE
1110839,YWHAE,CRACDL
1110840,YWHAE,RTN4
1110841,YWHAE,TRMT1
1110842,AARS1,YWHAE
1110843,ZNF821,YWHAE
1110844,YWHAE,PDE4B
1110845,ERI3,YWHAE
1110846,ACO1,YWHAE
1110847,HNRNPR,YWHAE
1110848,PGD,YWHAE
1110849,IDH3B,YWHAE
1110850,GNA11,YWHAE
1110851,RTCA,YWHAE
1110852,YWHAE,DGKZ
1110853,YWHAE,DDX1
1110854,HPRT1,YWHAE
1110855,NQO1,YWHAE
1110856,YWHAE,SNX12
1110857,YWHAE,HNRNPLL
1110858,YWHAE,SRSF11
1110859,YWHAE,TRAPPC8
1110860,SEC31A,YWHAE
1110861,YWHAE,CNRIP1
1110862,YWHAE,FARSB
1110863,YWHAE,CPNE4
1110864,WDR1,YWHAE
1110865,PSMA3,YWHAE
1110866,STMN1,YWHAE
1110867,EIF6,YWHAE
1110868,PTPRZ1,YWHAE
1110869,YWHAE,TFG
1110870,YWHAE,QKI
1110871,YWHAE,CRYZ
1110872,CRYZL1,YWHAE
1110873,RAB14,YWHAE
1110874,YWHAE,RAB1A
1110875,YWHAE,RAB1B
1110876,RAB2A,YWHAE
1110877,RAB3A,YWHAE
1110878,RAB5B,YWHAE
1110879,RAB7A,YWHAE
1110880,YWHAE,RABEPK
1110881,RNASE1,YWHAE
1110882,YWHAE,RAC1
1110883,YWHAE,RACK1
1110884,RDX,YWHAE
1110885,RAG1,YWHAE
1110886,RANGAP1,YWHAE
1110887,RANBP1,YWHAE
1110888,RASAL1,YWHAE
1110889,YWHAE,RAB11A
1110890,YWHAE,RAB3GAP1
1110891,YWHAE,RBBP5
1110892,YWHAE,RBBP7
1110893,RBBP9,YWHAE
1110894,RAD23B,YWHAE
1110895,YWHAE,REEP2
1110896,YWHAE,RELCH
1110897,YWHAE,REM2
1110898,YWHAE,UPF1
1110899,YWHAE,REPS1
1110900,YWHAE,RBFOX1
1110901,RGS10,YWHAE
1110902,RGS14,YWHAE
1110903,RGS6,YWHAE
1110904,YWHAE,ARHGAP35
1110905,RHOA,YWHAE
1110906,RIDA,YWHAE
1110907,YWHAE,RILPL1
1110908,YWHAE,RPL10A
1110909,RPL15,YWHAE
1110910,YWHAE,RPL22L1
1110911,RPL26,YWHAE
1110912,YWHAE,RPL30
1110913,RPL3,YWHAE
1110914,YWHAE,RPL7A
1110915,YWHAE,MRPL2
1110916,YWHAE,RNF214
1110917,RO60,YWHAE
1110918,ROCK2,YWHAE
1110919,YWHAE,RPH3A
1110920,RAP1GAP,YWHAE
1110921,YWHAE,RRAGC
1110922,YWHAE,RPS14
1110923,YWHAE,RPS15
1110924,RPS15A,YWHAE
1110925,FAU,YWHAE
1110926,YWHAE,FAU
1110927,RPS7,YWHAE
1110928,YWHAE,MRPS36
1110929,YWHAE,RTCB
1110930,YWHAE,RTN1
1110931,YWHAE,RTRAF
1110932,YWHAE,RUFY3
1110933,YWHAE,RWDD1
1110934,YWHAE,SLC38A4
1110935,YWHAE,SAE1
1110936,YWHAE,UBA2
1110937,AHCYL1,YWHAE
1110938,YWHAE,AHCYL2
1110939,YWHAE,SEC23A
1110940,SCAMP1,YWHAE
1110941,SCG2,YWHAE
1110942,YWHAE,SCLY
1110943,YWHAE,SCN5A
1110944,YWHAE,SCOC
1110945,OXCT1,YWHAE
1110946,YWHAE,SCRN1
1110947,YWHAE,SCYL2
1110948,YWHAE,SEPTIN11
1110949,YWHAE,SEPTIN3
1110950,YWHAE,SEPTIN6
1110951,YWHAE,SEPTIN7
1110952,PHGDH,YWHAE
1110953,YWHAE,PSAT1
1110954,YWHAE,SETD7
1110955,YWHAE,SF1
1110956,YWHAE,SF3A1
1110957,YWHAE,SGIP1
1110958,YWHAE,SUGT1
1110959,YWHAE,SH3GL2
1110960,YWHAE,SH3BGRL2
1110961,YWHAE,SH3BGRL3
1110962,YWHAE,SH3GLB1
1110963,YWHAE,SH3GLB2
1110964,YWHAE,NANS
1110965,YWHAE,SIL1
1110966,YWHAE,SIRT2
1110967,YWHAE,SKP1
1110968,YWHAE,SLK
1110969,YWHAE,SLTM
1110970,YWHAE,SMAP1
1110971,NAPA,YWHAE
1110972,YWHAE,NAPB
1110973,YWHAE,SNTA1
1110974,YWHAE,SNX30
1110975,SNX3,YWHAE
1110976,SNX4,YWHAE
1110977,SOD2,YWHAE
1110978,YWHAE,SPHK2
1110979,YWHAE,NCKIPSD
1110980,YWHAE,SPON1
1110981,YWHAE,SPARCL1
1110982,SMS,YWHAE
1110983,SUPT5H,YWHAE
1110984,YWHAE,SUPT6H
1110985,SPTB,YWHAE
1110986,YWHAE,SRA1
1110987,YWHAE,CTTN
1110988,YWHAE,SRR
1110989,ALDH5A1,YWHAE
1110990,YWHAE,STK32C
1110991,YWHAE,SULT4A1
1110992,YWHAE,STAM
1110993,STIP1,YWHAE
1110994,YWHAE,STRADA
1110995,YWHAE,STRAP
1110996,YWHAE,STRN3
1110997,YWHAE,STRN4
1110998,STRN,YWHAE
1110999,STX16,YWHAE
1111000,STX1B,YWHAE
1111001,YWHAE,STX5
1111002,STXBP1,YWHAE
1111003,SUCLG1,YWHAE
1111004,YWHAE,SUCLA2
1111005,YWHAE,SV2A
1111006,DARS1,YWHAE
1111007,YWHAE,FARSA
1111008,NARS1,YWHAE
1111009,SYNJ1,YWHAE
1111010,RARS1,YWHAE
1111011,SARS1,YWHAE
1111012,SYT1,YWHAE
1111013,YWHAE,SYT2
1111014,YWHAE,SNCB
1111015,VARS1,YWHAE
1111016,WARS1,YWHAE
1111017,YARS1,YWHAE
1111018,YWHAE,TAGLN3
1111019,TALDO1,YWHAE
1111020,YWHAE,TUBA4A
1111021,YWHAE,TUBA8
1111022,TBCA,YWHAE
1111023,TPT1,YWHAE
1111024,TECTA,YWHAE
1111025,TNC,YWHAE
1111026,YWHAE,TNR
1111027,ACAT1,YWHAE
1111028,TXN,YWHAE
1111029,THOP1,YWHAE
1111030,MPST,YWHAE
1111031,YWHAE,THTPA
1111032,YWHAE,THUMPD1
1111033,THY1,YWHAE
1111034,YWHAE,TIAL1
1111035,TIPRL,YWHAE
1111036,YWHAE,TKFC
1111037,TKT,YWHAE
1111038,YWHAE,TLE5
1111039,YWHAE,TLN1
1111040,YWHAE,TOM1L2
1111041,YWHAE,TMOD2
1111042,YWHAE,TOLLIP
1111043,YWHAE,TP53BP1
1111044,TPI1,YWHAE
1111045,TPM1,YWHAE
1111046,TPM3,YWHAE
1111047,TPMT,YWHAE
1111048,TPP1,YWHAE
1111049,TPP2,YWHAE
1111050,YWHAE,TPPP3
1111051,TPR,YWHAE
1111052,YWHAE,TRMT112
1111053,TF,YWHAE
1111054,TRIM3,YWHAE
1111055,YWHAE,TRIM9
1111056,YWHAE,TRMT61A
1111057,YWHAE,TXNRD1
1111058,YWHAE,TSN
1111059,TSNAX-DISC1,YWHAE
1111060,YWHAE,TTC33
1111061,YWHAE,TWF1
1111062,UBE2L5,YWHAE
1111063,YWHAE,UBA5
1111064,UBE2K,YWHAE
1111065,YWHAE,UBE3C
1111066,YWHAE,UBA52
1111067,USP14,YWHAE
1111068,YWHAE,USP15
1111069,USP5,YWHAE
1111070,YWHAE,UBQLN1
1111071,YWHAE,UBQLN2
1111072,YWHAE,UBR4
1111073,YWHAE,UBXN2B
1111074,YWHAE,UBXN6
1111075,YWHAE,UCK1
1111076,YWHAE,UFC1
1111077,YWHAE,UGP2
1111078,YWHAE,NAE1
1111079,UMPS,YWHAE
1111080,USO1,YWHAE
1111081,YWHAE,VAPA
1111082,ATP6V1A,YWHAE
1111083,ATP6V1B2,YWHAE
1111084,YWHAE,ATP6V1D
1111085,ATP6V1E1,YWHAE
1111086,YWHAE,ATP6V1E2
1111087,YWHAE,ATP6V1F
1111088,YWHAE,ATP6V1H
1111089,YWHAE,VCPIP1
1111090,YWHAE,HDLBP
1111091,YWHAE,VSNL1
1111092,YWHAE,VPS26B
1111093,YWHAE,ATP6V0A1
1111094,YWHAE,VPS25
1111095,YWHAE,VPS35
1111096,YWHAE,VPS36
1111097,YWHAE,VPS45
1111098,YWHAE,WASF1
1111099,YWHAE,WASF3
1111100,YWHAE,WBP2
1111101,YWHAE,WDR13
1111102,YWHAE,WDR33
1111103,WDR47,YWHAE
1111104,YWHAE,WDR54
1111105,WDR5,YWHAE
1111106,YWHAE,WDR61
1111107,YWHAE,WDR7
1111108,CSE1L,YWHAE
1111109,YWHAE,XPNPEP1
1111110,YWHAE,ZC2HC1A
1111111,YWHAE,TJP1
1111112,SLC3A2,YWHAE
1111113,PRKAB2,YWHAE
1111114,YWHAE,ABHD12
1111115,ACHE,YWHAE
1111116,YWHAE,ACOX1
1111117,ACSL3,YWHAE
1111118,YWHAE,ADCY2
1111119,SLC25A4,YWHAE
1111120,YWHAE,ALG2
1111121,YWHAE,AMFR
1111122,LRPAP1,YWHAE
1111123,YWHAE,APMAP
1111124,YWHAE,ARL6IP4
1111125,YWHAE,ARMC1
1111126,ASTN1,YWHAE
1111127,ATP1A1,YWHAE
1111128,YWHAE,ATP1A4
1111129,ATP1B1,YWHAE
1111130,ATP2A2,YWHAE
1111131,ATP5PB,YWHAE
1111132,YWHAE,ATAD1
1111133,ATP5F1D,YWHAE
1111134,YWHAE,BPHL
1111135,YWHAE,CADM2
1111136,YWHAE,CADM3
1111137,YWHAE,CADM4
1111138,CAMLG,YWHAE
1111139,CTSB,YWHAE
1111140,CD81,YWHAE
1111141,YWHAE,CEND1
1111142,YWHAE,CHP1
1111143,YWHAE,CISD1
1111144,CLCN3,YWHAE
1111145,CLCN6,YWHAE
1111146,CLCN7,YWHAE
1111147,SLC25A12,YWHAE
1111148,YWHAE,CNPY3
1111149,CNTFR,YWHAE
1111150,YWHAE,CNTNAP1
1111151,YWHAE,CPNE5
1111152,YWHAE,CRELD1
1111153,YWHAE,CSPG4
1111154,CTNNA2,YWHAE
1111155,YWHAE,CTNND2
1111156,COX6B1,YWHAE
1111157,CYB5B,YWHAE
1111158,YWHAE,DPY19L1
1111159,YWHAE,HSD17B12
1111160,HSD17B4,YWHAE
1111161,YWHAE,DHX30
1111162,DPP6,YWHAE
1111163,YWHAE,DST
1111164,SLC1A2,YWHAE
1111165,YWHAE,ELAVL2
1111166,YWHAE,ENPP5
1111167,YWHAE,EPS8
1111168,YWHAE,ERP44
1111169,YWHAE,FAM120A
1111170,YWHAE,FAM131B
1111171,YWHAE,FAM136A
1111172,YWHAE,FAM162A
1111173,YWHAE,FAHD1
1111174,YWHAE,FLII
1111175,FLOT1,YWHAE
